index,endTime,artistName,trackName,msPlayed,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4585,2023-07-03 12:05,SIRS,Travel to HDF.Y3D - Budino Remix,137190,41XYvCRKqHaD09SEqbsXCu,0.68,0.59,6.0,-11.337,0.0,0.0699,0.0964,0.872,0.385,0.0939,133.012,4.0
4587,2023-07-03 12:17,SIRS,Travel to HDF.Y3D - Panthera Krause Remix,454474,58XVZR5WPueXP9qjRos1yd,0.726,0.407,2.0,-11.089,1.0,0.0458,0.000976,0.538,0.109,0.113,125.018,4.0
4588,2023-07-03 12:19,SIRS,Summer Desire,103529,5x2ItLCDePSimAUEkCT7tx,0.752,0.704,5.0,-11.6,1.0,0.0471,0.059,0.92,0.0448,0.313,122.009,4.0
4592,2023-07-03 13:22,SIRS,Intro,41039,6hdJEi5TzJHaKLYzQIVlOe,0.439,0.474,4.0,-17.775,1.0,0.205,0.663,0.0,0.188,0.0987,89.383,4.0
4593,2023-07-03 13:28,Rhode & Brown,Cliches & Romantic Attitudes,358757,5YnQDHXj3GPzt2pnK10RGO,0.771,0.673,10.0,-9.944,0.0,0.057,0.0615,0.925,0.0758,0.909,117.996,4.0
4594,2023-07-03 13:31,Phunkadelica,Keep It Stronger,131312,2Xxuabz0TUZkjnl1WiQeBm,0.792,0.713,2.0,-8.725,1.0,0.0464,0.00052,0.89,0.0847,0.293,124.008,4.0
4595,2023-07-03 13:39,SIRS,Keep Forgetting,502228,1iIiuE4BnZY9cQGdCjMd0z,0.694,0.636,1.0,-11.92,1.0,0.04,0.00523,0.881,0.126,0.37,105.007,4.0
4597,2023-07-03 14:23,SIRS,Junee,139021,5bSbKM3Wm725IlJOcfEMsg,0.718,0.863,9.0,-11.007,0.0,0.0477,0.0207,0.873,0.0733,0.717,117.996,4.0
4604,2023-07-03 15:10,Shahrokh Sound Of K.,Owl Flight - Delano Smith Remix,450636,5v2vkN19BNkpLlfwxuljyf,0.803,0.92,11.0,-8.709,0.0,0.0576,0.0103,0.845,0.0868,0.702,125.032,4.0
4609,2023-07-04 09:49,XEN,"The Zen of Xen, Pt. 1 / Pt. 2",4683,6qJGBp6USiP2UyK5rEsP1s,0.514,0.444,1.0,-11.581,1.0,0.0299,0.0271,0.709,0.111,0.0346,125.013,4.0
4613,2023-07-04 10:16,Melatonin Man,Garrol,446400,4bu9ZvUvhJHuUU3hIZYKz0,0.749,0.621,7.0,-10.173,1.0,0.0492,0.0131,0.856,0.0848,0.483,117.004,4.0
4627,2023-07-04 17:55,Map.ache,Let Me Sleep,415697,7JclDCHUC4MITCaAFQf2vR,0.658,0.397,0.0,-14.48,1.0,0.0463,0.151,0.554,0.0829,0.0775,119.041,4.0
4649,2023-07-05 10:51,Oskar Offermann,One Two Love - Original Mix,4670,2d5svSKDO7OghzIawlzY3R,0.661,0.694,10.0,-11.891,0.0,0.0461,0.0188,0.807,0.14,0.485,124.875,4.0
4650,2023-07-05 10:51,Oskar Offermann,"You Said Party, I Said Maybe - Original Mix",0,2iHoV8fCFS5QqBCAF56Mpg,0.848,0.379,8.0,-13.365,1.0,0.0955,0.00138,0.87,0.102,0.474,124.014,4.0
4652,2023-07-05 11:00,Oskar Offermann,Heading Out - Original Mix,220614,3aXeePb9p87dhCHncOWpy7,0.827,0.286,0.0,-11.425,1.0,0.104,0.0214,0.74,0.0737,0.513,120.035,4.0
4655,2023-07-05 11:07,Oskar Offermann,Sunlight Streaks - Original Mix,364230,2J11K4CpViBAnFniiPqg1O,0.856,0.695,0.0,-10.862,1.0,0.036,0.00038,0.743,0.0891,0.439,121.998,4.0
4659,2023-07-05 11:22,Oskar Offermann,Believe (Epilogue) - Original Mix,75945,5fwoI5tTXiJCfz8axvFEqd,0.639,0.594,6.0,-17.467,1.0,0.237,0.0345,0.958,0.312,0.687,119.937,4.0
4660,2023-07-05 11:26,Oskar Offermann,So Close - Original Mix,233148,18inZD4VeUrtpPMaRSufQS,0.581,0.481,5.0,-14.411,1.0,0.0432,0.648,0.848,0.12,0.0921,116.991,4.0
4662,2023-07-05 11:39,Pional,It's All Over,443594,6JeQoxF2f73PsaKIoPyZHf,0.721,0.42,10.0,-15.898,0.0,0.0531,0.17,0.671,0.0829,0.181,118.0,4.0
4664,2023-07-05 11:52,Oskar Offermann,Only My Shorts,354932,4SY6edgGv7rVsAlCqNbRCZ,0.808,0.526,5.0,-14.099,0.0,0.0699,0.0157,0.933,0.094,0.161,121.997,4.0
4675,2023-07-05 13:53,Francis Harris,Minor Forms,344396,5cDUCw07huGCSRRCjkDUeD,0.635,0.365,1.0,-19.991,1.0,0.0376,0.584,0.906,0.11,0.227,116.996,5.0
4688,2023-07-05 15:22,Trilucid,Illuminant,13395,0T0SUtaClnMJ8DnZs8V5DT,0.74,0.648,8.0,-13.159,1.0,0.0471,0.694,0.918,0.242,0.121,119.998,4.0
4689,2023-07-05 15:22,Gregory Esayan,Cradle - LTN 'Sunrise' Remix,194754,4lwc7AHOnTZgvlVAc4VlyW,0.62,0.656,10.0,-10.043,0.0,0.04,0.177,0.89,0.107,0.133,121.985,4.0
4691,2023-07-05 20:44,Sau Poler,Orchestron,479927,2DDAwRO9Z4XTuBl9ac7Ifr,0.629,0.545,11.0,-17.328,1.0,0.0521,0.266,0.716,0.0932,0.0398,118.007,4.0
4705,2023-07-06 10:12,Laurent Garnier,Tales from The Real World,656962,5JuGY5qQy5byKT3RB04bYV,0.514,0.885,1.0,-9.409,1.0,0.0447,0.00682,0.295,0.428,0.0644,127.966,4.0
4706,2023-07-06 10:19,Laurent Garnier,Liebe Grüße aus Cucuron,114737,2aWm2jIf91nByHThBYNppw,0.528,0.755,7.0,-11.268,1.0,0.04,0.000285,0.849,0.0827,0.215,126.006,4.0
4714,2023-07-06 10:51,Laurent Garnier,Let the People Faire la Fête,571210,5JaThq6GSPLggZg6qxrvGx,0.703,0.647,2.0,-8.294,1.0,0.0385,0.00448,0.83,0.104,0.582,127.988,4.0
4715,2023-07-06 11:11,Laurent Garnier,In Your Phase,340,0sPjC0cwwvSHYU2p94LcIw,0.582,0.8,0.0,-7.43,1.0,0.0355,0.000197,0.821,0.0988,0.339,129.999,4.0
4718,2023-07-06 12:00,Laurent Garnier,Reviens la Nuit,842793,0TvhCMsrkudflrnc75y58b,0.46,0.916,6.0,-9.641,1.0,0.0401,0.000448,0.787,0.0998,0.408,127.007,4.0
4719,2023-07-06 12:12,Laurent Garnier,Give Me Some Sulfites,697568,1PdWcIAKVgzZgi7xtKv3Pn,0.593,0.799,7.0,-8.12,1.0,0.0581,2.18e-05,0.833,0.091,0.101,129.996,4.0
4720,2023-07-06 12:36,Laurent Garnier,Saturn Drive Triplex,737586,0cbLfZvX3gUryZrhgN9r4b,0.49,0.623,1.0,-9.16,0.0,0.0401,1.44e-05,0.857,0.0933,0.326,126.003,4.0
4721,2023-07-06 12:45,Laurent Garnier,Cinq o clock in le Matin,521241,2kpsZTVP0iDjvXkLVIcHv8,0.581,0.743,1.0,-9.697,1.0,0.059,0.000202,0.889,0.234,0.294,128.007,4.0
4722,2023-07-06 12:52,Laurent Garnier,Sado Miso,404584,5l7i3QB3njfekd5taexFI1,0.434,0.622,1.0,-9.615,1.0,0.0343,0.000459,0.382,0.0874,0.0412,169.984,4.0
4723,2023-07-06 13:03,Laurent Garnier,Au Clair de ta Lune,665344,6r4lzfaHXWLbwlfi3CD7Ce,0.463,0.759,7.0,-10.795,1.0,0.0376,0.00091,0.906,0.264,0.225,129.998,3.0
4724,2023-07-06 13:12,Laurent Garnier,Closer To You,547000,7M3GfDvree68iC0cc7raGR,0.582,0.928,10.0,-9.665,0.0,0.0376,0.00288,0.875,0.114,0.182,129.0,3.0
4725,2023-07-06 13:22,Laurent Garnier,Sake Stars Fever,592573,0iX3331gU5mg21O31pp1Tg,0.439,0.844,4.0,-10.268,0.0,0.0324,4.6e-05,0.943,0.105,0.0395,130.001,4.0
4726,2023-07-06 13:31,Laurent Garnier,On the REcorD (part 3),565730,460MrCqQLcRSdPZeNv7ybO,0.484,0.787,7.0,-8.93,1.0,0.0481,0.000738,0.912,0.171,0.363,125.996,4.0
4727,2023-07-06 13:34,Laurent Garnier,Granulator Bordelum,183920,2oADbL5HYxSayoYqa27GRO,0.659,0.66,10.0,-10.261,0.0,0.0447,0.000228,0.902,0.0959,0.646,129.0,4.0
4728,2023-07-06 13:45,Laurent Garnier,Le Swing du Pouletto,638943,1xOxqKiGVF5ICrpzBOsi61,0.627,0.686,0.0,-7.985,1.0,0.0324,6.58e-05,0.737,0.106,0.177,128.006,4.0
4729,2023-07-06 13:51,Laurent Garnier,"Multiple Tributes (to multiple people, for multiple reasons)",381109,3dRQlSfAMsVepZiSLd168F,0.662,0.765,7.0,-12.4,0.0,0.0533,0.308,0.0238,0.0869,0.271,122.012,4.0
4730,2023-07-06 14:15,Laurent Garnier,et puis s'en va!,470438,4aP20as3uZAxGPpDekgxrR,0.262,0.822,1.0,-9.974,1.0,0.0444,6.19e-05,0.928,0.323,0.0397,126.672,3.0
4735,2023-07-06 14:34,Derrick May,A Rest / Beyond Kaos,53738,5UrFMWDf1p78f2NCY18H28,0.694,0.495,8.0,-12.845,0.0,0.0627,0.358,0.902,0.0492,0.0364,130.229,4.0
4764,2023-07-08 11:24,Devendra Banhart,Twin,5492,232DFfDKVPM7HjqjLWLgAg,0.572,0.607,0.0,-7.008,1.0,0.0275,0.201,0.432,0.321,0.738,86.525,4.0
4766,2023-07-08 11:29,Kazy Lambist,On You,197400,0PrymiRxD4R2d8sfC1pZec,0.69,0.682,3.0,-8.394,0.0,0.0327,0.341,0.0146,0.697,0.364,117.021,4.0
4794,2023-07-08 18:37,Above & Beyond,Every Little Beat,8977,2fIfWbBT81Mi5InIso8fOJ,0.809,0.897,9.0,-8.147,1.0,0.0641,0.00252,0.826,0.0525,0.808,123.007,4.0
4796,2023-07-08 19:23,Stazam,Perdonalos,18740,0qD4nD76fhRzO6f98O3rWq,0.713,0.735,11.0,-9.141,0.0,0.188,0.0407,0.792,0.113,0.0344,120.014,4.0
4797,2023-07-09 22:15,Kazy Lambist,Oh My God,200733,2XkOyTDOsmXikCCxaCaYq0,0.788,0.768,11.0,-6.351,0.0,0.0421,0.086,0.764,0.106,0.492,120.018,4.0
4798,2023-07-09 22:19,Tory Lanez,Pink Dolphin Sunset (feat. Tee),212450,6GGmABM6AMwMzEhK7szqJT,0.772,0.457,7.0,-8.359,1.0,0.0365,0.00193,1.71e-06,0.0739,0.527,111.997,4.0
4799,2023-07-09 22:19,Devendra Banhart,Middle Names,14762,4ewGoo3c885Ipyn57KlPV3,0.681,0.175,1.0,-15.595,0.0,0.0402,0.977,0.481,0.0878,0.349,110.011,4.0
4800,2023-07-09 22:22,Isaac Delusion,Early Morning,196467,5dOXkCDPck9Y0SanW1TJmH,0.712,0.775,0.0,-6.655,1.0,0.0423,0.335,0.68,0.0701,0.837,103.01,4.0
4802,2023-07-09 22:27,Flavien Berger,D'ici là,210440,ID not found,,,,,,,,,,,,
4803,2023-07-09 22:29,L'Impératrice,Le départ,119633,ID not found,,,,,,,,,,,,
4804,2023-07-09 22:31,Malik Djoudi,Point sensible,145480,0YmYBHDSRT2rr5uvnDWPWg,0.827,0.544,1.0,-9.871,1.0,0.0779,0.491,0.892,0.128,0.946,91.986,4.0
4805,2023-07-09 22:32,Miel De Montagne,J'y peux rien,49184,ID not found,,,,,,,,,,,,
4806,2023-07-09 22:36,Flavien Berger,Rue de la victoire,253800,7khXN2B5F1zIk5NHA6NTZp,0.619,0.548,9.0,-10.222,0.0,0.0346,0.177,0.826,0.1,0.118,120.011,4.0
4807,2023-07-09 22:39,Flavien Berger,Trésor,158966,0PsLEobnmhDXjYcgdrDtqP,0.692,0.844,9.0,-7.583,0.0,0.0369,0.0437,0.201,0.0959,0.448,122.991,4.0
4809,2023-07-09 22:43,Flavien Berger,Feux follets,220280,7fSPvXfHmeLdFZXCMuLLnP,0.639,0.489,5.0,-11.865,0.0,0.0393,0.544,0.529,0.133,0.676,101.008,4.0
4816,2023-07-10 13:04,uh,attention,7801,48jMC9ZKe8SCCZqgg0MZnB,0.364,0.64,1.0,-10.109,1.0,0.0473,0.156,0.56,0.124,0.548,101.076,4.0
4818,2023-07-10 13:12,JJUUJJUU,No Way In,47836,1OWabcOniKhLI5TATHvZgL,0.565,0.942,7.0,-7.927,1.0,0.0575,0.0147,0.909,0.0847,0.713,120.012,4.0
4821,2023-07-10 13:25,Arthur Liory,Asa De Menino Chapter 2,98115,7Ctmgg8dk0cSiFersf7nwZ,0.652,0.759,1.0,-8.996,0.0,0.0339,0.338,0.856,0.167,0.343,100.01,4.0
4822,2023-07-10 13:29,Talik,What Do You Feel,257752,4aoXyc65wTNDw4kQE8cS0V,0.782,0.636,11.0,-8.793,0.0,0.0411,0.00216,0.831,0.161,0.512,136.008,4.0
4823,2023-07-10 13:34,uh,hit,277273,41PMKi4ALOwVXQP69jCIoP,0.363,0.567,0.0,-12.011,1.0,0.0447,0.197,0.879,0.598,0.37,137.727,4.0
4824,2023-07-10 13:35,Azamiah,Solace,58202,7oqm7wpNm8CLNGS1Rn5may,0.222,0.218,8.0,-15.318,1.0,0.0411,0.979,0.934,0.112,0.0547,73.36,1.0
4825,2023-07-10 13:39,J. Albert,Uncanny Otion,248000,4EAhr4q1KD1LozFx4JTTl3,0.332,0.36,11.0,-14.108,0.0,0.029,0.87,0.964,0.11,0.179,151.69,4.0
4826,2023-07-10 13:51,Apste,Breep,90478,0J2qW42ZQ3oaF0a0yULxAn,0.811,0.872,6.0,-10.792,1.0,0.0509,0.00999,0.947,0.104,0.0909,124.985,4.0
4840,2023-07-10 15:39,Will Hofbauer,Subtracting the Egg,384572,5u1nUScq8ZOKzOFT61pQAr,0.958,0.404,7.0,-8.74,1.0,0.353,0.00641,0.864,0.132,0.485,123.003,4.0
4841,2023-07-10 15:44,uh,humanus,303216,4BW4vxRvc1USgxJTfhuCew,0.536,0.736,0.0,-10.337,1.0,0.0373,0.00678,0.124,0.0662,0.319,115.758,4.0
4842,2023-07-10 15:50,Yushh,OXI Ambigan,350120,0I6p5V2zo7TSYmyi8AroOF,0.598,0.531,5.0,-12.926,0.0,0.0598,0.142,0.693,0.144,0.532,170.025,4.0
4843,2023-07-10 16:10,Tiello,Though,197616,2A1j7HEHpSqNXYDL0d3rps,0.744,0.404,4.0,-14.925,0.0,0.0719,0.0327,0.907,0.078,0.151,117.019,4.0
4956,2023-07-12 13:43,Rival Consoles,Coda,216065,4N8Iwg073FXfJgSdpe5xU4,0.648,0.748,10.0,-12.314,0.0,0.0446,0.134,0.776,0.099,0.449,127.002,4.0
4962,2023-07-12 14:32,Kai Campos,Zone 3 (City Limits) - Beatrice Dillon Remix,99028,0FQaI3uv0NfCRXgBaCimyG,0.632,0.496,11.0,-26.005,0.0,0.0987,0.934,0.968,0.107,0.994,127.379,1.0
4963,2023-07-12 14:40,Laraaji,Koto (Glimpse),31688,307KC3gH8PN9mmCCXP81Cf,0.318,0.347,11.0,-16.898,0.0,0.0314,0.74,0.688,0.358,0.0892,124.731,4.0
4967,2023-07-12 14:55,Bochum Welt,At Dawn,75000,3ZlNCzoF3PZkUx7loimT7m,0.187,0.0235,2.0,-35.467,0.0,0.0431,0.97,0.902,0.129,0.0315,131.938,5.0
4968,2023-07-12 16:09,DJ Koze,Blissda,312247,6cOie6oyMHzoVHLmpLfHN4,0.786,0.633,8.0,-11.509,1.0,0.0389,0.00561,0.899,0.0845,0.186,116.984,4.0
4998,2023-07-14 10:05,Marco Faraone,Mirror Games,14880,6aABbosuyqJzOH5dyQ4pRQ,0.767,0.918,11.0,-7.086,0.0,0.0495,0.0384,0.88,0.107,0.0578,129.002,5.0
5007,2023-07-14 13:30,DJ Jazzy Jeff & The Fresh Prince,Summertime,52967,6zR2636p2Tg1ckJdBAt4bR,0.627,0.581,7.0,-9.251,1.0,0.0429,0.0018,0.657,0.657,0.317,95.134,4.0
5008,2023-07-14 13:40,(G)I-DLE,Queencard,43331,4uOBL4DDWWVx4RhYKlPbPC,0.815,0.834,4.0,-2.828,0.0,0.0475,0.0327,0.000268,0.27,0.692,129.989,4.0
5009,2023-07-14 17:58,DJ Koze,Wespennest,482143,1Q9PNyY1FdM7tPk1jnAIav,0.646,0.829,2.0,-7.534,0.0,0.033,9.37e-05,0.517,0.0609,0.163,123.022,4.0
5010,2023-07-14 18:01,DJ Koze,Wespennest - Edit,210243,1Q9PNyY1FdM7tPk1jnAIav,0.646,0.829,2.0,-7.534,0.0,0.033,9.37e-05,0.517,0.0609,0.163,123.022,4.0
5011,2023-07-14 18:06,Leon Vynehall,Envelopes (Chapter VI) - Edit,197160,3JDsYB8UxGbMQNnNlAeDL0,0.391,0.301,8.0,-10.752,1.0,0.0327,0.441,0.736,0.078,0.0714,71.017,4.0
5013,2023-07-14 18:18,The Wizard & The Prince,The Wiz Is A Genius,320235,45v02x4kFJluufzMjNjBaV,0.796,0.816,6.0,-10.077,1.0,0.0494,0.0924,0.943,0.0572,0.69,123.076,4.0
5019,2023-07-14 19:23,Varese,Ficción,201601,19ql2PoaEn31alAgeIpsp1,0.7,0.829,4.0,-4.831,1.0,0.0413,0.0238,0.838,0.288,0.645,121.009,4.0
5021,2023-07-14 19:47,Varese,La Marea,56918,6IdAL1wfJyeC9C4MnaLQnC,0.598,0.498,0.0,-12.144,0.0,0.0503,0.00158,0.825,0.0889,0.0831,122.008,4.0
5077,2023-07-16 17:16,RnR,Talk to Me,414020,5HiqKQv36qqHdwWAHhUMWP,0.785,0.586,5.0,-9.877,1.0,0.0682,0.101,0.916,0.0967,0.698,118.999,4.0
5078,2023-07-16 17:17,Digitalism,Installing_,60682,1fqvizbY0X2i6Mk52jLnMZ,0.347,0.469,0.0,-13.139,0.0,0.0842,0.0265,0.955,0.462,0.267,102.611,4.0
5092,2023-07-17 14:59,Klangkarussell,Plastic,24879,33ZDzd58gnu2hqyAlB47eJ,0.948,0.468,4.0,-12.38,0.0,0.14,0.361,0.896,0.109,0.271,120.999,4.0
5098,2023-07-17 17:13,John Talabot,Leave Me - Friendly Pattern Version,3566,0radaYIGu69ntaW9JyneU2,0.728,0.74,3.0,-6.305,1.0,0.0517,0.00315,0.0,0.251,0.196,118.177,4.0
5100,2023-07-17 17:21,Maria Arnal,"ARIA I,II,III - Continuous Version",487395,69VTM63Y2rYRUrBC79jBuV,0.256,0.527,7.0,-11.914,1.0,0.0841,0.425,0.459,0.345,0.173,99.994,4.0
5101,2023-07-17 17:26,John Talabot,Matilda's Dream,280055,4ODNUcYSypkisk2suydy0L,0.765,0.779,6.0,-6.795,1.0,0.191,0.000812,0.436,0.085,0.734,113.99,4.0
5102,2023-07-17 17:42,John Talabot,Lover's Tradition,88634,2CUeTgegaNW5YtmRIDqfTO,0.624,0.792,6.0,-6.297,0.0,0.0287,0.0424,0.768,0.0918,0.499,110.989,4.0
5105,2023-07-18 11:53,John Talabot,Afrika,454986,6p2ninUy8N8FfVFJcg1eZA,0.732,0.584,7.0,-9.22,0.0,0.0597,0.015,0.958,0.101,0.0877,114.0,4.0
5106,2023-07-18 11:58,John Talabot,I Want Tonite,276186,08Le2vhqD1aJapoSxD2GOb,0.6,0.752,7.0,-10.29,0.0,0.0462,5.67e-06,0.871,0.0794,0.705,116.98,4.0
5107,2023-07-18 12:09,Maria Arnal,ARIA II,106013,3z0Y0YcX6yZs9lCV4k2OlO,0.0647,0.398,6.0,-15.395,0.0,0.0459,0.938,0.974,0.334,0.0297,57.965,4.0
5132,2023-07-19 11:23,Massano,Alone ft. braev,286451,3iViCxm3KzCMetwCk60XuN,0.645,0.98,5.0,-5.37,1.0,0.0766,0.00479,0.808,0.172,0.166,124.004,4.0
5133,2023-07-19 11:27,Massano,The Blaze,219938,0jHezfBKttmYivLmNvUzzt,0.766,0.738,11.0,-7.193,0.0,0.0379,0.00661,0.826,0.0591,0.194,126.006,4.0
5134,2023-07-19 11:32,Massano,Paranoia,267540,4LNWrIhys5ZnE8bjwQg3OL,0.76,0.829,8.0,-6.648,1.0,0.0514,0.143,0.865,0.087,0.142,122.031,4.0
5135,2023-07-19 12:35,Lifelike,Discopolis 2.0 (Mixed) - MEDUZA Remix,47659,5Lg959EuM4n9iEomcQVu9m,0.576,0.783,6.0,-8.236,0.0,0.0386,0.0014,0.905,0.134,0.0593,127.978,4.0
5136,2023-07-19 12:42,Que Sakamoto,Uchuu Hikoshi - Apiento's Se6 Mix,403361,5cpgU2awRHIXixsJHqo6z0,0.828,0.625,5.0,-9.075,1.0,0.0814,0.00822,0.914,0.184,0.162,118.988,4.0
5137,2023-07-19 12:43,Terr,Tale of Devotion - Dub,37338,7D6UcRBiHaz2DDZrTMGSnb,0.804,0.918,0.0,-8.756,1.0,0.0499,0.0527,0.874,0.0911,0.578,122.994,4.0
5138,2023-07-19 12:52,Hiroshi Watanabe,Infinity Sign,575480,63lJYGHpet1pD8jkUpnOtb,0.652,0.867,6.0,-7.167,1.0,0.062,0.000304,0.916,0.107,0.66,127.0,4.0
5139,2023-07-19 13:00,Massimiliano Pagliara,I Feel Romantica,427741,1a6m2NtQ8RlVsWXKql7Lp6,0.763,0.868,11.0,-11.154,1.0,0.0795,0.00042,0.899,0.513,0.981,123.988,4.0
5145,2023-07-19 13:39,Que Sakamoto,Uchuu Hikoshi - Apiento's 4AM Mix,10730,1LSVZhJrM0IvEI8Hc8imsz,0.757,0.624,10.0,-10.838,1.0,0.0605,0.00123,0.901,0.0777,0.191,118.998,4.0
5159,2023-07-19 14:53,Agents Of Time,Apocalypse,320000,4o9XrRSQhyCi8O3jglCaIg,0.651,0.891,0.0,-5.454,0.0,0.0431,0.00403,0.647,0.079,0.108,126.001,4.0
5160,2023-07-19 15:09,Rodriguez Jr.,Synthwave,312480,5y37tkUEZ4zObsXHNjCoNG,0.748,0.712,0.0,-9.579,0.0,0.0448,0.0649,0.856,0.117,0.499,123.996,4.0
5165,2023-07-20 10:19,Notre Dame,Yumi - edit,77420,6bSOiR46KEKIMuudilMDKo,0.645,0.811,5.0,-6.177,0.0,0.0284,0.00822,0.377,0.0983,0.196,122.013,4.0
5167,2023-07-20 10:25,Gil Scott-Heron,Whitey On The Moon - Progresive Mix,327134,ID not found,,,,,,,,,,,,
5168,2023-07-20 10:31,Gil Scott-Heron,Whitey On The Moon - Dub Mix,73925,ID not found,,,,,,,,,,,,
5183,2023-07-21 11:08,Danler,Daydreamer,320000,3cUzg5hBtTJeESoCUA9Kke,0.767,0.493,3.0,-11.074,0.0,0.0417,0.516,0.896,0.0767,0.465,119.983,4.0
5184,2023-07-21 11:25,Danler,Erth,293560,ID not found,,,,,,,,,,,,
5185,2023-07-21 11:31,Stratoverb,Voyager - Phunkadelica's Lost In Machu Picchu Mix,336355,3rwy2lpQ0vbXXrqgjORAgg,0.693,0.952,2.0,-8.742,1.0,0.0387,0.0409,0.792,0.108,0.233,121.998,4.0
5186,2023-07-21 11:36,Daniel Bortz,Dima,288826,6tLOAEBz4M704MRoAZoE2m,0.772,0.737,1.0,-13.163,1.0,0.0477,0.00525,0.916,0.131,0.0983,123.002,4.0
5187,2023-07-21 11:42,Stratoverb,Timeless,401764,2JwwdWD5cJ0UCdgf1YEibt,0.78,0.768,2.0,-9.355,0.0,0.0465,0.00626,0.878,0.103,0.0725,120.988,4.0
5188,2023-07-21 11:48,Captain Mustache,La Vertu,300493,2LmNp5Sf5CnYcg3CIrAHJZ,0.76,0.681,4.0,-8.292,0.0,0.0506,0.0206,0.887,0.109,0.143,123.005,4.0
5194,2023-07-21 16:39,Nina Kraviz,bailando - nk & david löhlein version,59573,565TiLHB3IpPOIclhnIxDO,0.703,0.823,11.0,-8.598,0.0,0.0689,0.00529,0.843,0.204,0.433,140.019,1.0
5200,2023-07-22 09:37,John Tejada,Farther And Fainter,379382,4nxm7PqINcyIA7lcF5BBJV,0.782,0.566,1.0,-11.133,1.0,0.0546,0.0113,0.907,0.11,0.83,126.994,4.0
5201,2023-07-22 09:41,John Tejada,The Dream,203518,3zZzdfqMB96ZXoIEbI4TfJ,0.256,0.243,0.0,-22.17,1.0,0.0493,0.388,0.949,0.158,0.0348,83.883,4.0
5202,2023-07-22 09:47,John Tejada,Mechanized World,381911,5aFmTb9Y2mQsqEsPWp4wXw,0.799,0.495,4.0,-12.918,0.0,0.0517,0.234,0.879,0.0993,0.461,121.996,4.0
5203,2023-07-22 09:52,John Tejada,Subdivided,290580,6luZyMxY4vGa91cz8n6boz,0.789,0.766,4.0,-10.139,0.0,0.0487,0.183,0.9,0.159,0.422,128.018,4.0
5204,2023-07-22 09:57,John Tejada,Timeless Space,285066,3y7nD5sTUGaprmxGddkUOq,0.761,0.618,2.0,-8.771,1.0,0.055,0.00574,0.87,0.116,0.342,127.972,4.0
5205,2023-07-22 10:01,John Tejada,A Flexible Plan,257816,0ja2yIdhRvavZRlyDsvlA6,0.655,0.778,5.0,-8.171,0.0,0.0323,0.000108,0.861,0.23,0.758,128.004,4.0
5206,2023-07-22 10:05,John Tejada,The Mess And The Magic,257961,545FgCbXvi4NEoZhjwJ80s,0.702,0.739,4.0,-9.284,0.0,0.0403,0.148,0.927,0.106,0.563,128.041,4.0
5207,2023-07-22 10:08,John Tejada,The Honest Man,146039,0bV4ZfNGGFXRQnUeeEpxgA,0.369,0.2,11.0,-27.367,0.0,0.0641,0.726,0.836,0.322,0.0928,118.875,4.0
5208,2023-07-22 10:15,John Tejada,The Living Night,414293,4QojdYEmKQAV1lUF8MArIP,0.695,0.737,9.0,-11.431,0.0,0.0316,0.237,0.839,0.104,0.556,127.005,4.0
5209,2023-07-22 10:20,John Tejada,Unstable Condition,348059,39xkKxJDrBkvzMIof2ezKX,0.803,0.869,8.0,-9.635,0.0,0.047,0.0503,0.898,0.084,0.398,122.001,4.0
5210,2023-07-22 10:25,John Tejada,Hollow Hemispheres,301720,41MUmtvUYH7oyXcfzHDejg,0.786,0.434,8.0,-11.73,0.0,0.0675,0.286,0.904,0.104,0.745,123.02,4.0
5211,2023-07-22 10:28,John Tejada,Uncertain End,128689,06Be42Gq1yqz3QTmKFbx8s,0.81,0.527,9.0,-12.176,0.0,0.0614,0.000185,0.911,0.0987,0.529,122.983,4.0
5214,2023-07-22 10:45,Max Cooper,Waves,331000,4kLyPZvYQE2N1K2rFQ3e6a,0.663,0.683,1.0,-8.542,1.0,0.0433,0.349,0.848,0.144,0.163,111.02,4.0
5215,2023-07-22 10:45,Dauwd,Leitmotiv - Edit,10080,3m0TtFmt9kFZ62ytwAv60n,0.753,0.597,6.0,-10.85,0.0,0.0928,0.726,0.899,0.105,0.684,116.017,4.0
5218,2023-07-22 10:52,19:26,Sailor,158940,5kLvA0WRmzHEvJSeeocNfQ,0.793,0.716,6.0,-7.986,1.0,0.058,0.00451,0.865,0.0922,0.29,124.996,5.0
5219,2023-07-22 10:57,Mystic Jungle,Parisienne,125160,71IvkA2Zi8Lbil859g9bjA,0.7,0.657,10.0,-12.111,1.0,0.0923,0.177,0.88,0.0634,0.965,167.93,4.0
5221,2023-07-23 13:10,Red Axes,The Watkins,267043,302f3ud9Nqi0SNC4YLEfSX,0.833,0.783,8.0,-9.496,0.0,0.0587,0.214,0.803,0.0875,0.312,119.984,4.0
5223,2023-07-23 13:23,Giorgia Angiuli,Never Too Late - Extended Mix,452493,3TL1xeM0T8se8oaTDzzWXa,0.664,0.589,8.0,-10.234,1.0,0.0381,0.000969,0.72,0.13,0.227,124.998,4.0
5234,2023-07-23 14:28,Al Dobson Jr.,Santiago Black,89905,7DRIHxPMW2hBobQ9IkcGYU,0.864,0.494,6.0,-8.583,0.0,0.148,0.00436,0.864,0.0946,0.596,107.672,5.0
