index,endTime,artistName,trackName,msPlayed,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3942,2022-10-31 12:39,Regis,Blinding Horses,298405,3yVMS13ojcvDAGTa7hOpPg,0.45,0.798,8.0,-7.381,1.0,0.0339,1.16e-05,0.865,0.0921,0.247,129.98,4.0
3943,2022-10-31 12:45,Cub,C U 1 - Original Mix,403568,4ewIUeGhfAc1kxoeXYaj1n,0.721,0.816,7.0,-6.524,1.0,0.0646,0.00316,0.916,0.142,0.393,118.012,4.0
3944,2022-10-31 12:53,Regis,Blood Witness - Downwards Extended Version,439252,0cJmJwj2N1FlMYqFPcrQoB,0.764,0.961,2.0,-5.994,1.0,0.0493,0.00101,0.923,0.237,0.232,130.002,4.0
3945,2022-10-31 12:57,Tropic of Cancer,Plant Lilies At My Head - Alternate Version,249998,77m8Y7Jiym3A6UbWfykUSD,0.116,0.412,7.0,-10.585,1.0,0.0397,0.0712,0.857,0.0847,0.199,64.902,4.0
3946,2022-10-31 13:03,Regis,Blinding Horses - Turin Version,392316,1EoxJ2ZPAySaxEabgshotj,0.361,0.702,6.0,-10.549,0.0,0.0751,2.22e-05,0.825,0.105,0.156,126.005,4.0
3950,2022-10-31 13:22,Raime,This Foundry - Regis Version,474398,1EZRsHlxrdoiQhP2301mrv,0.656,0.655,8.0,-12.099,1.0,0.0362,0.000258,0.868,0.697,0.252,126.006,4.0
3951,2022-10-31 13:25,Regis,Blinding Horses - Stableboy Version,154207,7H7jCwam3GjQVzSu5vpRnr,0.577,0.819,2.0,-9.714,1.0,0.055,0.00615,0.898,0.209,0.0286,120.007,3.0
3953,2022-10-31 14:41,Kadosh (IL),Moran,344148,3lW7PbnKz1TNfKm0TOAMbI,0.754,0.621,10.0,-9.012,0.0,0.0373,0.00981,0.934,0.0827,0.201,124.01,4.0
3954,2022-10-31 14:46,Aalson,Ritual,328320,29G7A7JI0FrvjUmiWdHL2o,0.603,0.675,11.0,-8.345,1.0,0.0318,0.064,0.344,0.114,0.0652,124.993,4.0
3955,2022-10-31 14:53,Coeus,Mars Express,411148,6pLId3BTsBZO9uec6j6fe6,0.735,0.503,7.0,-10.426,1.0,0.0407,2.47e-05,0.917,0.122,0.0622,123.008,4.0
3956,2022-10-31 15:01,Carlo Whale,Comet,441348,2zgaGyIf8ybV36egk0NTyT,0.741,0.879,8.0,-9.992,1.0,0.0526,0.0415,0.905,0.093,0.0383,123.989,4.0
3957,2022-10-31 15:07,Nick Devon,Spectra,409844,0iHzGqToy1uEM000sKlSiD,0.672,0.609,8.0,-10.946,0.0,0.042,0.0168,0.9,0.114,0.197,123.0,4.0
3958,2022-10-31 15:14,Raphael Mader,Blinding,373762,4MleLmYlqFoEMsjPzhYI9a,0.65,0.734,9.0,-9.212,0.0,0.0366,0.0146,0.492,0.0775,0.0412,122.005,4.0
3959,2022-10-31 15:21,8Kays,Libertas,423413,1iAa5CqBdlaoexOHjXxLjt,0.802,0.899,4.0,-11.354,0.0,0.0588,0.000211,0.939,0.0508,0.122,124.001,4.0
3960,2022-10-31 15:28,Rao (US),Fade,442789,0YWlVhfkmdoIV1EIXmwB2p,0.763,0.692,7.0,-11.968,1.0,0.0733,0.0983,0.836,0.0904,0.178,123.03,4.0
3961,2022-10-31 15:56,Marc DePulse,Don't Come,30245,ID not found,,,,,,,,,,,,
3962,2022-10-31 15:56,Dino Lenny,Keep A Certain Distance,66467,1BLKKNprXMlE4nwAXS8629,0.616,0.675,5.0,-13.674,0.0,0.0484,0.377,0.783,0.616,0.0365,124.023,4.0
3969,2022-10-31 17:12,Noissier,Crossroads,487830,6FjQarX0LUZyMMs54hu2oh,0.621,0.811,11.0,-12.208,0.0,0.0377,0.00106,0.932,0.0961,0.253,122.026,4.0
3972,2022-10-31 17:16,Haffenfold,Shadow People,44635,2YCTQaqv83zrl0b6WEgUgy,0.687,0.708,4.0,-9.803,0.0,0.0489,0.0274,0.875,0.0828,0.146,122.012,4.0
3973,2022-10-31 17:25,Porcupine Tree,Mesmer I,513773,0DM775R7qGo127rFJtADs6,0.236,0.65,0.0,-8.772,1.0,0.0422,0.486,0.917,0.081,0.175,97.552,4.0
3977,2022-10-31 17:58,Bryan Ferry,Slave To Love - Remastered 1999,266333,11CK1viSXqwbtS29lav7Yu,0.66,0.818,2.0,-5.9,1.0,0.0291,0.182,0.000995,0.0527,0.79,147.543,4.0
3978,2022-10-31 18:02,Oneohtrix Point Never,Lost But Never Alone,258614,38mQbi1B0QwjWqvsj1exqg,0.253,0.674,3.0,-5.84,1.0,0.0345,0.0865,0.0613,0.0961,0.115,89.453,4.0
3979,2022-10-31 18:07,God Is An Astronaut,Fade,337728,41QuT5gkLYnSnEGn2CjA2e,0.155,0.842,2.0,-11.344,1.0,0.0326,0.000224,0.728,0.352,0.185,104.994,5.0
3980,2022-10-31 18:12,Porcupine Tree,Heartattack In A Layby - Remastered,273750,78a54iZSGjzZlFWxGed2Bt,0.188,0.161,6.0,-17.08,0.0,0.0364,0.817,0.000764,0.121,0.0395,173.524,4.0
3981,2022-10-31 18:18,Black Sabbath,Lonely Is the Word - 2009 Remaster,350280,ID not found,,,,,,,,,,,,
3982,2022-10-31 18:29,Cymande,Dove,648666,6dckUAPaw3WF2ZyhEACQDK,0.439,0.475,6.0,-12.559,0.0,0.0361,0.449,0.253,0.0903,0.428,111.717,4.0
3983,2022-10-31 18:34,Clinic,Ferryboat of the Mind,8663,7cTY2CP1WFNb6yKiXKeW0d,0.514,0.617,1.0,-6.104,1.0,0.0412,0.0565,0.796,0.169,0.216,108.753,3.0
3993,2022-10-31 21:40,Sophie Hutchings,Orange Glow - Nathan Fake Remix,911,6w9NFZAjkDTVMETVWAyZeT,0.464,0.706,10.0,-5.585,1.0,0.0366,0.514,0.875,0.157,0.121,134.525,3.0
3995,2022-10-31 21:40,Electric Guest,Freestyle,0,2RuWg81oFr6MTBrCK9qIUw,0.797,0.762,11.0,-5.578,0.0,0.0487,0.188,0.0773,0.173,0.6,110.993,4.0
3998,2022-10-31 21:40,Electric Guest,1 4 Me - Yuksek Remix,676,4dRTXX7agFMOcrj0k2BVXB,0.801,0.761,7.0,-6.089,1.0,0.124,0.00623,0.00101,0.0985,0.84,116.989,4.0
3999,2022-10-31 21:40,514,Lexy - Kronol Remix,611,6HzyrErcKBGWHNO6xM96qo,0.52,0.682,8.0,-9.736,0.0,0.0401,0.0499,0.9,0.11,0.0386,120.114,4.0
4002,2022-10-31 21:40,Maximalism,Magical - Lake Avalon Remix,751,1mplk4M3JK9dKkLok4Pqdi,0.747,0.871,8.0,-9.59,0.0,0.0397,0.0189,0.759,0.0918,0.0677,123.997,4.0
4003,2022-10-31 21:40,Nightmares On Wax,You Wish,889,6G6M4fl2I0eqEQnzyTwR8m,0.781,0.25,9.0,-9.702,0.0,0.0297,0.708,0.91,0.375,0.454,103.478,4.0
4004,2022-10-31 21:40,Massano,The Feeling,760,2ex7NzlDpZ7uIqVd6sQIX4,0.755,0.603,11.0,-12.081,0.0,0.0761,0.00207,0.906,0.0881,0.0592,123.998,4.0
4005,2022-10-31 21:40,Matthew Dekay,Lost In A Moment - Dixon Rework,276,0U9veOgl6xF5vgtmIc9rku,0.789,0.635,6.0,-13.665,0.0,0.0478,0.000532,0.811,0.0854,0.277,122.997,4.0
4007,2022-10-31 21:40,The Temper Trap,Sweet Disposition - Camille Luciani Mix,2996,ID not found,,,,,,,,,,,,
4008,2022-10-31 21:40,Caribou,Odessa,1416,6JZpdd4fWMERovBtcEwPXm,0.693,0.6,1.0,-10.083,1.0,0.0293,0.311,0.4,0.11,0.472,115.019,4.0
4009,2022-10-31 21:50,Finnebassen,If You Only Knew,11389,283mqaozzRrh2zqnoyneVb,0.802,0.539,4.0,-8.1,0.0,0.0774,0.0142,0.773,0.0569,0.428,121.006,4.0
4010,2022-10-31 21:50,Daft Punk,Giorgio by Moroder,1086,0oks4FnzhNp5QPTZtoet7c,0.74,0.682,9.0,-10.42,0.0,0.0504,0.0692,0.53,0.381,0.41,113.201,4.0
4011,2022-10-31 21:50,Amtrac,Some of Them - Lifelike Remix,1783,6gumjyCz9K0eOzpRphWWGT,0.668,0.714,11.0,-8.152,1.0,0.0432,0.0976,0.741,0.196,0.591,115.0,4.0
4013,2022-10-31 21:50,Saint Saviour,This Ain't No Hymn,1214,57UHWDFh9xKx5XyXIBiHj5,0.569,0.8,2.0,-7.356,1.0,0.0376,0.00273,0.144,0.0876,0.0392,120.025,4.0
4017,2022-10-31 22:08,Sasha,I'll Never Change - LUZoSCURA Edit,327885,ID not found,,,,,,,,,,,,
4022,2022-11-01 11:32,Lindstrøm,Mighty Girl,176000,1p04xUkrLUpoX3Q3JhisIV,0.66,0.884,10.0,-7.825,0.0,0.0304,0.0125,0.908,0.0856,0.824,112.01,4.0
4023,2022-11-01 11:37,Coldplay,Bigger Stronger,289133,5kupiidZR0ULUa7qu5DnTd,0.225,0.698,7.0,-5.933,1.0,0.0388,0.00181,0.64,0.0738,0.229,75.023,4.0
4024,2022-11-01 11:38,Arsevty,Syncope - Original Mix,1630,ID not found,,,,,,,,,,,,
4028,2022-11-01 11:58,Tiga,This Is a Dream,511144,7AfMHMKIg9MKMN7rePjukN,0.72,0.924,10.0,-6.004,0.0,0.0382,0.0113,0.858,0.0474,0.098,124.0,4.0
4030,2022-11-01 13:14,Jimmy Whoo,Nite Eye,196991,5ke4RoNqVTUej4Q0wOhreU,0.725,0.417,3.0,-8.631,0.0,0.031,0.0445,0.866,0.229,0.178,108.999,4.0
4044,2022-11-01 20:14,Nathan Ball,Can't Work You Out (Fort Romeau Daysleeper Remix),579247,ID not found,,,,,,,,,,,,
4045,2022-11-01 20:19,Subheim,Vertigo,317135,7njraJ2g6cVeYgpXbP72qb,0.48,0.515,8.0,-12.878,0.0,0.0404,0.719,0.895,0.0733,0.241,171.978,4.0
4046,2022-11-01 20:23,End Of Twins,Farewell - Original Mix - Radio Edit,224262,2YU9ABIaPAB1VfpZMPGZdQ,0.748,0.828,7.0,-10.827,1.0,0.045,0.121,0.887,0.119,0.137,121.997,4.0
4047,2022-11-01 21:39,Superpitcher,More Heroin,96478,2EetkntPHOEtg1unde992z,0.648,0.497,5.0,-11.436,0.0,0.034,0.12,0.925,0.117,0.234,132.349,4.0
4050,2022-11-01 22:00,Róisín Murphy,The Rumble,440166,2uuW8RoI02OtMgNFPmpIoW,0.752,0.722,1.0,-7.069,1.0,0.0766,0.000139,0.000227,0.087,0.568,122.99,4.0
4051,2022-11-01 22:04,CLUBZ,Épocas (Wet Baes Remix),240000,6ZFutG3kv36KkErOAMMvuz,0.677,0.771,9.0,-8.286,0.0,0.0376,0.0103,0.235,0.0768,0.468,100.014,4.0
4079,2022-11-02 12:47,Rampa,Muyè - Black Coffee Remix,581403,0oNhQywl6yOhZuTfPYtQy7,0.599,0.665,7.0,-13.519,1.0,0.0396,0.0591,0.886,0.119,0.0644,119.996,4.0
4091,2022-11-02 14:42,Haffenfold,Enigma,436939,4n8djIDmQWRM68GsVVLnpU,0.351,0.654,5.0,-8.735,0.0,0.0471,0.0181,0.831,0.0923,0.201,186.017,3.0
4092,2022-11-02 14:49,Glusko,Belles,418277,6sozrN5oXXvvbWcuRgWlQq,0.665,0.692,9.0,-8.848,0.0,0.048,0.0173,0.82,0.113,0.0879,123.987,4.0
4094,2022-11-02 14:57,Tone Depth,Kiera - Original Mix,459197,4s2ZcmuOIxoKGcc61lNsSN,0.688,0.538,7.0,-11.05,1.0,0.0475,0.000611,0.837,0.559,0.0387,122.01,4.0
4098,2022-11-02 15:26,Haffenfold,Rime of Chaos,404698,68tgrDgTM0hwVa1MT2KAYv,0.649,0.757,10.0,-10.081,0.0,0.0315,0.00125,0.89,0.114,0.236,120.001,4.0
4099,2022-11-02 15:32,Haffenfold,Rime of Chaos - Soul Button Remix,387369,68tgrDgTM0hwVa1MT2KAYv,0.649,0.757,10.0,-10.081,0.0,0.0315,0.00125,0.89,0.114,0.236,120.001,4.0
4100,2022-11-02 15:39,Haffenfold,And Tells,406129,59vnw0o8BsnYKDrXUtL0L5,0.741,0.788,7.0,-11.624,1.0,0.0518,0.0311,0.853,0.0762,0.0387,124.031,4.0
4101,2022-11-02 15:45,Haffenfold,The Vestige,381014,1EzZihXrSgD4onKXepgBzG,0.652,0.569,0.0,-10.134,0.0,0.0473,0.0246,0.841,0.0976,0.283,122.997,3.0
4102,2022-11-02 15:52,Haffenfold,Dunes Of Milia,401979,4BwMWnDpiKzWOrx1LTnkUp,0.77,0.61,11.0,-10.561,0.0,0.035,0.0695,0.892,0.0901,0.0964,120.994,4.0
4103,2022-11-02 15:58,Haffenfold,Eternal Winters,374897,4IkEpwyvsJSlIk8bxWoPqb,0.689,0.569,5.0,-9.213,0.0,0.0385,0.00898,0.825,0.0921,0.0856,124.001,3.0
4104,2022-11-02 16:05,Haffenfold,Endless Dreams,405804,6Pt4ZNWnh15SwSk2TOVGjc,0.473,0.602,7.0,-9.171,0.0,0.108,0.0698,0.858,0.0826,0.127,185.966,3.0
4105,2022-11-02 16:11,Haffenfold,Walking On Glass,387387,77oY0U3icfMD8QVMu5uDK7,0.718,0.496,4.0,-9.084,0.0,0.0383,0.225,0.802,0.0794,0.0394,122.01,4.0
4106,2022-11-02 16:17,Rampa,Les Gout - DBN Gogo & Felo Le Tee Remix,257389,40Ft2jnVvg0DnZzrHM0oT8,0.785,0.611,1.0,-8.943,1.0,0.0518,0.0112,0.26,0.0633,0.578,113.01,4.0
4107,2022-11-02 16:18,DJ Shawn,BADDEST,30521,4xTwTDFRbBqfXCx5tMmadx,0.854,0.847,4.0,-5.09,0.0,0.0392,0.117,1.93e-05,0.0675,0.53,113.006,4.0
4108,2022-11-02 16:23,Rochelle Jordan,Situation (&ME Remix),327901,3yYGuKdw55woyHYfgnsCJd,0.724,0.692,10.0,-10.851,0.0,0.0402,0.00123,0.051,0.0802,0.254,118.0,4.0
4109,2022-11-02 16:24,Rampa,Les Gout,43255,0ko0sZ5hNieT3LRq2lOGl3,0.848,0.678,5.0,-8.783,0.0,0.0441,0.0887,0.24,0.125,0.536,120.005,4.0
4110,2022-11-02 16:30,Avangart Tabldot,Strangest Nights,377561,2NHEr1aeAaUzrjS0XI9Sol,0.651,0.602,6.0,-10.397,0.0,0.0373,0.0177,0.139,0.074,0.132,122.011,4.0
4111,2022-11-02 16:37,Tom Zeta,Sa Ca La - Boys Be Kko Remix,392700,1fF51i8tos40Qxv3lDcSOt,0.762,0.714,2.0,-8.157,1.0,0.0431,0.000125,0.933,0.0715,0.335,122.99,4.0
4112,2022-11-02 16:43,Tal Fussman,Noisy World,359884,5B31OsHzKiYCYiggDZmS7z,0.896,0.715,11.0,-9.975,0.0,0.28,0.0546,0.583,0.144,0.231,120.02,4.0
4113,2022-11-02 16:51,WhoMadeWho,Everyday - Shimza Remix,452428,2GDWZWVlEWK9CMs2ZkMEOd,0.736,0.866,7.0,-11.332,1.0,0.0571,0.0551,0.45,0.0389,0.485,120.03,4.0
4114,2022-11-02 16:52,ADJUMA,Feelings,90197,6K87itLS0K3aUYLVIlxQdX,0.789,0.748,8.0,-9.563,1.0,0.0553,0.0224,0.716,0.11,0.3,119.994,4.0
4116,2022-11-02 17:01,Caiiro,Your Voice - Adam Port Remix,151197,1Rv6Lfdcny3Avjmpm4W4YM,0.701,0.816,11.0,-10.55,0.0,0.0355,0.0112,0.413,0.123,0.207,121.983,4.0
4120,2022-11-02 17:40,Gigi Masin,Anemone,244000,7gxtEyjXZNK5GBQL5Rc9o9,0.416,0.356,6.0,-21.345,0.0,0.0561,0.502,0.929,0.131,0.23,160.06,4.0
4121,2022-11-02 17:41,Lea Porcelain,Loose Life - Roman Flügel Remix,42732,3xNa0jeMDZ4C02gAT9WtlG,0.536,0.662,0.0,-7.822,1.0,0.0431,9.8e-05,0.141,0.0959,0.399,180.048,4.0
4123,2022-11-02 17:52,Satoshi & Makoto,Closer,260133,2nsPkMV6m9pZCOB49nFMDZ,0.14,0.0102,6.0,-27.407,0.0,0.0444,0.944,0.967,0.144,0.0404,100.949,5.0
4124,2022-11-02 17:56,IN GOLDEN TEARS,Underneath the Balance,246397,2ivuDaLW7mKPKR6vaxhpIX,0.585,0.919,1.0,-6.773,0.0,0.0601,0.0018,0.406,0.113,0.184,120.042,4.0
4135,2022-11-02 21:06,Mozkai,Sophia,403278,4nHNgri8FAmtSbyVn8sx3K,0.817,0.408,10.0,-11.46,0.0,0.0485,0.0644,0.896,0.0893,0.112,121.989,4.0
4137,2022-11-02 21:22,Kamilo Sanclemente,Ascent,110733,01ElthrQCRUAHcYq1S9ElG,0.793,0.842,7.0,-7.704,1.0,0.0633,0.000327,0.909,0.0595,0.106,121.005,4.0
4154,2022-11-03 10:41,Justice,Pleasure,6023,2eo0mILgPm0xXxqKPaeu08,0.954,0.31,2.0,-12.443,1.0,0.329,0.0221,0.545,0.107,0.232,130.034,4.0
4155,2022-11-03 10:41,Sasha,True - Garden City Movement Remix,4530,4gURP81F6GYv37Tg8AjOBL,0.626,0.692,9.0,-7.708,1.0,0.0409,0.0295,0.414,0.0888,0.152,123.976,4.0
4157,2022-11-03 10:41,Chill Carrier,Chemical Reactions,515676,7ycMBN5dlwcMdeWsO03lVI,0.536,0.546,8.0,-11.113,0.0,0.0329,0.303,0.965,0.0795,0.323,89.992,4.0
4159,2022-11-03 10:41,Caterina Barbieri,Closest Approach to Your Orbit,1620,5EhHDLzW8TNaJ3wjF0T5qR,0.522,0.976,11.0,-7.386,0.0,0.123,0.483,0.854,0.358,0.787,190.938,1.0
4160,2022-11-03 10:41,Cid Inc.,Contrite,1350,0txd57KrpshrsBmRuvoNJX,0.759,0.561,7.0,-10.172,1.0,0.046,0.00222,0.923,0.0831,0.0411,122.004,4.0
4161,2022-11-03 10:41,Azaria,Concrete Funk,1470,2HTCI2TglLDL8vymGBqp87,0.688,0.766,10.0,-9.052,0.0,0.0498,6.89e-05,0.759,0.164,0.239,115.999,4.0
4165,2022-11-03 11:05,Ronald Jenkees,Mindful,217332,6HYWg8GejHxaiOzIBTW025,0.6,0.859,4.0,-11.321,0.0,0.0371,0.435,0.888,0.267,0.524,130.042,4.0
4169,2022-11-03 11:24,The Juan Maclean,Running Back to You,279332,3y0wCN5kLnVkRWe5EbX8ZS,0.777,0.524,9.0,-7.975,1.0,0.0448,0.107,0.571,0.232,0.96,94.97,4.0
4175,2022-11-03 12:16,Señor Chugger,Head in the Clouds of Smoke,376380,6Z3D6X4xyiKiDJb7Xwsw6R,0.668,0.931,10.0,-5.281,0.0,0.0551,0.00443,0.916,0.655,0.536,124.996,4.0
4176,2022-11-03 12:23,Señor Chugger,Press the Flesh,451945,73uh0flna46jOmY5wXcmvD,0.632,0.826,1.0,-6.903,1.0,0.0355,0.000462,0.855,0.167,0.376,119.988,4.0
4177,2022-11-03 12:30,Señor Chugger,Midnight Scooter Cruise,389050,5nfJoBYeh9USBOtUxMU8xa,0.555,0.905,2.0,-6.091,1.0,0.0285,0.0139,0.846,0.076,0.304,128.008,4.0
4178,2022-11-03 12:33,Señor Chugger,Newton Abbot Reunion,207650,4rUbLFR9J8Jd6a371x1Zal,0.533,0.932,11.0,-6.358,0.0,0.0498,0.00124,0.826,0.0675,0.697,119.95,4.0
4183,2022-11-03 12:51,Philipp Kempnich,Nuance - Original Mix,9752,1vWhVjC7aPoK7zzVYEWkUd,0.782,0.541,9.0,-8.566,0.0,0.0955,0.000102,0.885,0.0477,0.646,121.003,4.0
4184,2022-11-03 12:51,Sainte Vie,Huracán,0,4fbHTgqokhJAAgKz5tNwkv,0.58,0.644,0.0,-10.174,1.0,0.0296,0.102,0.554,0.0547,0.0934,109.989,4.0
4185,2022-11-03 12:51,The Weeknd,The Town,18239,6LGIIPmpZa33ybzpd2Adam,0.625,0.524,1.0,-8.227,0.0,0.0369,0.361,2.67e-06,0.0826,0.191,139.968,4.0
4187,2022-11-03 13:48,"Michael Shrieve, Klaus Schulze & Kevin Shrieve",Transfer Station Blue,95127,2omRLLcfPsIGxRWkzkwjrD,0.661,0.663,5.0,-17.088,0.0,0.0384,0.244,0.846,0.075,0.884,91.455,4.0
4191,2022-11-03 15:44,pablo mateo,Traum 2,64641,4OKyDLiWoOMReTPypGEFhv,0.637,0.861,10.0,-9.129,0.0,0.0412,0.000944,0.861,0.123,0.0336,128.023,4.0
4194,2022-11-03 15:55,pablo mateo,Anfang Ende Immer,287679,04khODqPICLgPmZoAdGKn8,0.545,0.349,6.0,-17.653,0.0,0.0667,0.252,0.931,0.223,0.0708,127.95,4.0
4195,2022-11-03 16:00,queniv,Old Friend,312034,20mFu3ZCOfV1yfnnNAA2qq,0.796,0.919,8.0,-9.528,0.0,0.0573,0.00291,0.934,0.0856,0.263,125.011,4.0
4196,2022-11-03 16:07,Donato Dozzy,12H.5 - Remix,428000,4VgXNDwT84ZcVPT0diAf6a,0.645,0.678,7.0,-11.217,1.0,0.0564,0.0385,0.894,0.0986,0.272,120.999,4.0
4197,2022-11-03 16:13,Andrey Pushkarev,Can I Take A Picture With You?,325738,4yeO4dKqy3a1vGx7eolfxF,0.793,0.537,5.0,-14.065,0.0,0.0888,0.0154,0.867,0.0685,0.689,125.011,4.0
4198,2022-11-03 16:19,Kaap,Razor,351818,7nSVSnpQ8tEMWDaZBIRdsR,0.794,0.582,1.0,-14.983,1.0,0.0535,0.0382,0.815,0.103,0.294,131.997,4.0
4199,2022-11-03 16:20,pablo mateo,Don't Walk Alone,92019,ID not found,,,,,,,,,,,,
4202,2022-11-03 22:57,Roosevelt,Sign - Alex Metric Remix,424681,1rhci8ltz1b8f3nIZWZrRZ,0.72,0.858,8.0,-6.055,0.0,0.0447,0.00253,0.882,0.113,0.709,123.014,4.0
4203,2022-11-03 22:57,Daniel Maloso,Hijos De José,19119,1AnR7VaMyqzBowfi0dJnuk,0.764,0.577,11.0,-11.148,1.0,0.0478,0.231,0.882,0.112,0.0587,124.0,4.0
4204,2022-11-03 23:02,Theo Muller,Peace,322560,2rcpoa96oI41G2zjpGIsX0,0.697,0.754,4.0,-9.524,0.0,0.0416,0.00643,0.318,0.114,0.104,124.994,4.0
4205,2022-11-03 23:09,Theo Muller,Safe,382500,6SPPmsVbph3xrMAY3I3dph,0.77,0.686,0.0,-12.989,1.0,0.0577,0.413,0.921,0.111,0.365,128.011,4.0
4206,2022-11-03 23:13,Theo Muller,Les problèmes,240000,2HkEuZIeDXljydp0sDCzdF,0.7,0.789,8.0,-11.84,1.0,0.0681,0.0622,0.816,0.111,0.0691,130.022,4.0
4207,2022-11-03 23:19,Theo Muller,Attentifs ensemble,387906,6a2tJrNQtJEGEt1D0MfEDw,0.761,0.45,10.0,-12.131,0.0,0.159,0.114,0.9,0.107,0.513,129.004,4.0
4208,2022-11-03 23:20,Theo Nasa,Nostalgia 4 Life,1334,7a6gEE9Do81e8PTITfbyJu,0.783,0.765,0.0,-10.977,1.0,0.0563,6.88e-06,0.82,0.0911,0.614,124.976,4.0
4209,2022-11-03 23:20,Theo Nasa,It's Over - Original Mix,38259,6sXbSk2JFxVJ8h20x8lsvM,0.795,0.687,7.0,-9.4,1.0,0.0622,7.2e-05,0.909,0.338,0.616,127.99,4.0
4210,2022-11-03 23:20,Theo Nasa,It's Over - STARK Remix,2674,0Jsp9ePilc7jakxh24RJ3j,0.804,0.717,10.0,-8.219,0.0,0.055,0.000242,0.887,0.365,0.412,123.002,4.0
4211,2022-11-03 23:22,Theo Nasa,Gloves & Glow Sticks - Acid Kids Remix,115955,5CwdPCqHKPt2ID07uHPXWL,0.806,0.756,7.0,-9.848,1.0,0.0667,0.0013,0.754,0.0469,0.689,124.006,4.0
4212,2022-11-03 23:25,KAS:ST,H.U.M.A.N.,155846,0PIhk6ccvsm7rhRxzZiqOb,0.55,0.917,8.0,-7.836,0.0,0.0388,0.000805,0.867,0.611,0.0282,121.886,4.0
4214,2022-11-03 23:56,The Chemical Brothers,The Darkness That You Fear,21091,5W4cALNimK9sWuu3gFcYFE,0.576,0.894,9.0,-4.659,1.0,0.0404,0.0351,0.0896,0.23,0.304,128.077,4.0
4217,2022-11-04 11:18,Psychedelic,Why You Shouldn't Be Afraid At All - Alan Watts,5572,ID not found,,,,,,,,,,,,
4218,2022-11-04 11:46,Caso 63,T1E5: Sopa de Letras,461352,ID not found,,,,,,,,,,,,
4227,2022-11-04 16:12,DAVID AUGUST,D'ANGELO,330247,ID not found,,,,,,,,,,,,
4228,2022-11-04 18:40,Kolonie,Morpheus (VONYC Sessions 799),13160,6gLfTLIAAm6sguGChHvEtN,0.458,0.937,5.0,-7.845,0.0,0.0402,0.0157,0.845,0.128,0.268,127.968,4.0
4233,2022-11-05 14:38,Darlyn Vlys,Everything We Had - Original Mix,402561,7IHmA8xLgZtLwB1A457bxA,0.757,0.667,9.0,-11.517,1.0,0.0457,0.0322,0.695,0.0951,0.126,121.998,4.0
4234,2022-11-06 16:23,John Matthias,Cortical Songs - Neuron Trigger Mix,176363,11V3866vLBtZZ3mxVFmKyf,0.733,0.421,8.0,-15.193,1.0,0.0853,0.497,0.884,0.076,0.676,164.584,5.0
4235,2022-11-06 16:27,Jamie xx,Girl,245390,6s3qB7yy6bokEB3k549pM5,0.541,0.636,8.0,-10.686,0.0,0.31,0.232,0.773,0.654,0.521,101.604,4.0
4236,2022-11-06 16:34,HVOB,Sync,434268,590Oo0qiVGtybSrWd2RI1y,0.712,0.5,9.0,-14.301,0.0,0.046,0.644,0.854,0.114,0.0413,111.998,4.0
4237,2022-11-06 16:40,HVOB,Zinc,382000,0DW6VRHFjXCoSIKFWFIZbv,0.619,0.605,3.0,-11.997,0.0,0.298,0.188,0.25,0.132,0.0764,113.36,4.0
4238,2022-11-06 16:49,HVOB,Eraser,487938,7l25S0mMvxqchC5HNbqCfn,0.597,0.854,10.0,-10.611,0.0,0.081,0.000487,0.799,0.134,0.131,121.004,4.0
4240,2022-11-06 17:00,Burial,Distant Lights,326439,1C2p9SHcjsgPkXnPto7LTg,0.731,0.452,10.0,-8.829,0.0,0.0923,0.00673,0.844,0.19,0.204,127.547,4.0
4241,2022-11-06 17:01,Burial,Spaceape,44903,6wOzH7n3tQQ6vezCa8feCg,0.835,0.486,1.0,-7.258,0.0,0.168,0.302,0.177,0.155,0.217,104.898,5.0
4242,2022-11-06 17:05,Nuven,Par de ondas,213338,2r9f8hvr5oIkUJSD2PwxEL,0.616,0.723,4.0,-7.766,0.0,0.0424,0.485,0.748,0.138,0.138,139.964,4.0
4243,2022-11-06 17:08,Nuven,Janela,217764,6jXy9C9fdi60ij7rThQwsW,0.402,0.512,11.0,-8.224,0.0,0.0494,0.0236,0.516,0.0846,0.0425,86.968,4.0
4244,2022-11-06 17:09,JJ DOOM,Retarded Fren - Thom Yorke & Jonny Greeenwood Version,30690,5TULmVnSeJEVQmHs580kqC,0.803,0.74,1.0,-6.393,1.0,0.244,0.204,0.00173,0.137,0.392,152.001,4.0
4245,2022-11-06 17:11,Liars,Proud Evolution - Thom Yorke 500Qd Remix,110750,2d2MNYdrzqLInk9U1mhxMJ,0.665,0.58,9.0,-11.604,0.0,0.085,0.353,0.881,0.112,0.299,154.19,4.0
4246,2022-11-06 17:15,Flying Lotus,Electric Candyman,212479,1Gdlb041JGv6utzr4yFcLN,0.453,0.796,2.0,-5.953,1.0,0.348,0.239,0.438,0.35,0.473,114.186,3.0
4247,2022-11-06 17:20,Kabuki,Shimmer,316060,3HfFFgqFtUBFDFQ5EJILUQ,0.756,0.826,4.0,-5.255,0.0,0.0476,0.000435,0.835,0.0395,0.0307,123.018,4.0
